probeid,GB_ACC
TaAffx.118786.1.A1_at,BJ308671
TaAffx.118799.1.A1_at,BJ307744
TaAffx.118814.1.A1_at,BJ307100
TaAffx.118817.1.A1_at,BJ306892
TaAffx.118821.1.A1_at,BJ306574
TaAffx.118823.1.A1_at,CK208374
TaAffx.118831.1.S1_at,BJ305965
TaAffx.118832.1.S1_at,CA594110
TaAffx.118836.1.S1_at,BJ305846
TaAffx.118838.1.S1_at,BJ305812
TaAffx.118841.1.S1_at,CA703248
TaAffx.118847.1.S1_at,BJ305518
TaAffx.11885.1.S1_at,BJ316286
TaAffx.118850.1.S1_at,BJ305464
TaAffx.118856.1.S1_at,BU099684
TaAffx.118857.1.S1_at,BJ305218
TaAffx.118859.1.S1_at,BJ305095
TaAffx.118861.1.S1_at,CA613891
TaAffx.118864.1.S1_at,BJ304921
TaAffx.118864.1.S1_s_at,BJ304921
TaAffx.118865.1.S1_at,BJ304807
TaAffx.118866.1.S1_at,CA742026
TaAffx.118867.1.S1_at,BJ304757
TaAffx.118869.1.S1_at,BJ304595
TaAffx.118872.1.S1_s_at,CA741412
TaAffx.118872.1.S1_x_at,CA741412
TaAffx.118875.1.S1_at,BJ304316
TaAffx.118876.1.S1_at,BJ304314
TaAffx.118879.1.S1_s_at,BJ304280
TaAffx.118880.1.S1_at,BJ304253
TaAffx.118885.1.S1_at,CA679946
TaAffx.118887.1.S1_at,BJ255793
TaAffx.118887.2.S1_at,CA662396
TaAffx.118891.1.S1_at,CA697720
TaAffx.118894.1.S1_at,BJ303819
TaAffx.118895.1.S1_at,BJ316186
TaAffx.118895.2.S1_at,BJ303783
TaAffx.118896.1.S1_at,BJ232620
TaAffx.118897.1.S1_at,BJ303727
TaAffx.118898.1.S1_at,BJ303562
TaAffx.118898.2.S1_at,CA659675
TaAffx.11890.1.A1_at,CK214157
TaAffx.11890.2.A1_at,CK213980
TaAffx.11890.3.S1_at,BJ315753
TaAffx.118901.1.S1_at,BJ303366
TaAffx.118904.1.S1_at,BJ302994
TaAffx.118906.1.S1_at,BJ302961
TaAffx.118908.1.S1_at,BJ302893
TaAffx.11891.1.S1_at,BJ315725
TaAffx.118911.1.S1_s_at,BE492042
TaAffx.118913.1.S1_at,BJ302615
TaAffx.118914.1.S1_at,CA636826
TaAffx.118915.1.S1_at,BJ302552
TaAffx.118918.1.S1_at,CA701135
TaAffx.118921.1.S1_at,BJ302374
TaAffx.118922.1.S1_at,CA648130
TaAffx.118927.1.S1_at,BJ302126
TaAffx.11893.1.A1_at,BJ315624
TaAffx.118930.1.S1_at,BJ301987
TaAffx.118934.1.S1_at,BJ301861
TaAffx.118937.1.S1_at,CA662089
TaAffx.118937.2.S1_at,BJ315420
TaAffx.118937.3.S1_at,BJ212599
TaAffx.118939.1.S1_at,BJ301773
TaAffx.11894.1.S1_at,BJ315515
TaAffx.11894.2.S1_at,BJ244872
TaAffx.118940.1.S1_at,BJ301767
TaAffx.118944.1.S1_at,CD923245
TaAffx.118946.1.S1_at,BQ606266
TaAffx.118947.1.S1_at,BJ301463
TaAffx.118948.1.S1_at,BJ301375
TaAffx.118949.1.S1_at,BJ301287
TaAffx.118951.1.S1_at,CA677474
TaAffx.118952.1.S1_at,BJ301213
TaAffx.118960.1.S1_at,BJ249152
TaAffx.118960.1.S1_s_at,BJ249152
TaAffx.118961.1.S1_at,BJ300805
TaAffx.118962.1.S1_at,BJ300791
TaAffx.118966.1.S1_at,BJ300344
TaAffx.118967.1.S1_at,BJ300325
TaAffx.118969.1.S1_at,CA656249
TaAffx.11897.1.S1_at,BJ315039
TaAffx.118972.1.S1_at,BJ300235
TaAffx.118975.1.A1_at,BJ300105
TaAffx.11899.1.S1_at,BJ314745
TaAffx.118990.1.A1_at,BJ298906
TaAffx.118991.1.A1_at,BJ298564
TaAffx.118993.1.A1_at,BJ298156
TaAffx.119000.1.A1_at,BJ297650
TaAffx.119007.1.A1_at,BJ297206
TaAffx.11901.1.S1_at,BJ314500
TaAffx.119013.1.S1_at,BJ296823
TaAffx.11902.1.S1_at,BJ314385
TaAffx.119023.1.A1_at,BJ296230
TaAffx.119028.1.A1_at,BJ295790
TaAffx.11903.1.S1_at,BJ319647
TaAffx.119034.1.A1_at,BJ295480
TaAffx.119035.1.A1_at,BJ295436
TaAffx.119036.1.A1_at,BJ295354
TaAffx.119037.1.A1_at,BJ295335
TaAffx.119048.1.A1_at,BJ294629
TaAffx.119058.1.S1_at,BJ293705
TaAffx.119060.1.S1_at,BJ293517
TaAffx.119062.1.S1_at,BJ293425
TaAffx.119070.1.S1_at,CA593652
TaAffx.119073.1.S1_at,BJ292311
TaAffx.119081.1.S1_at,BJ291857
TaAffx.119084.1.S1_at,BJ291682
TaAffx.119088.1.S1_at,CA719733
TaAffx.119088.1.S1_s_at,CA719733
TaAffx.11909.1.S1_at,BJ313837
TaAffx.119094.1.S1_at,BJ291031
TaAffx.119097.1.S1_at,BJ290722
TaAffx.119097.2.S1_at,CA712904
TaAffx.119099.1.S1_at,CA641891
TaAffx.119099.3.S1_at,CA599421
TaAffx.119101.1.S1_at,CA676921
TaAffx.119106.1.S1_at,BJ289911
TaAffx.119109.1.S1_at,BJ289804
TaAffx.119113.1.S1_at,BJ289560
TaAffx.119117.1.S1_at,BJ289376
TaAffx.119120.1.S1_at,BJ289273
TaAffx.119123.1.S1_at,BJ289170
TaAffx.119130.1.S1_at,CA689548
TaAffx.119135.1.S1_at,AJ615948
TaAffx.119135.1.S1_x_at,AJ615948
TaAffx.119135.2.S1_at,BQ804864
TaAffx.119136.1.S1_at,BJ288301
TaAffx.119138.1.S1_at,BJ288172
TaAffx.119140.1.S1_at,BJ288141
TaAffx.119141.1.S1_at,BJ288093
TaAffx.119146.1.S1_at,BJ287408
TaAffx.119150.1.A1_at,BJ286945
TaAffx.119151.1.A1_at,BJ286759
TaAffx.119158.1.A1_at,BJ286023
TaAffx.119163.1.A1_at,BJ285786
TaAffx.119164.1.A1_at,BJ285761
TaAffx.119172.1.A1_at,BJ285444
TaAffx.119175.1.A1_s_at,BJ285398
TaAffx.119179.1.A1_at,BJ285076
TaAffx.11918.1.S1_at,BJ313419
TaAffx.119181.1.A1_at,BJ284942
TaAffx.119182.1.A1_at,BJ284911
TaAffx.119183.1.A1_at,BJ284886
TaAffx.119184.1.A1_at,BJ284871
TaAffx.119185.1.A1_at,BJ284821
TaAffx.11919.1.S1_at,CK209492
TaAffx.11919.1.S1_s_at,CK209492
TaAffx.11919.2.S1_at,CA701536
TaAffx.11919.3.S1_at,CA609984
TaAffx.11919.3.S1_s_at,CA609984
TaAffx.119192.1.A1_at,BJ284364
TaAffx.119195.1.A1_at,BJ284275
TaAffx.119208.1.A1_at,BJ283414
TaAffx.119211.1.A1_at,BJ283272
TaAffx.119213.1.A1_at,BJ283222
TaAffx.119224.1.A1_at,BJ282325
TaAffx.119224.1.A1_x_at,BJ282325
TaAffx.119225.1.S1_at,CD877486
TaAffx.119225.1.S1_s_at,CD877486
TaAffx.11923.1.A1_at,BJ318734
TaAffx.119231.1.S1_at,BJ281875
TaAffx.119239.1.S1_at,BJ281538
TaAffx.11924.1.S1_at,BJ312966
TaAffx.119240.1.S1_at,CA678732
TaAffx.119247.1.S1_at,BJ281099
TaAffx.119248.1.S1_at,BQ743796
TaAffx.11925.1.A1_at,BJ318584
TaAffx.119251.1.S1_s_at,BJ280851
TaAffx.119254.1.S1_at,BQ839170
TaAffx.119257.1.S1_at,CA693825
TaAffx.119257.2.S1_at,CA693892
TaAffx.119258.1.S1_at,CA730439
TaAffx.119260.1.S1_at,CF182121
TaAffx.119260.2.S1_at,CA680043
TaAffx.119261.1.S1_at,BJ280524
TaAffx.119266.1.S1_at,BJ280207
TaAffx.119269.1.S1_at,BJ280041
TaAffx.119270.1.S1_at,CA650144
TaAffx.119270.2.S1_x_at,CA623821
TaAffx.119271.1.S1_at,BJ279939
TaAffx.119272.1.S1_at,CA677602
TaAffx.119273.1.S1_at,BJ279909
TaAffx.119276.1.S1_at,BJ268389
TaAffx.119277.1.S1_at,BJ279783
TaAffx.119277.2.S1_at,CA729404
TaAffx.119291.1.S1_at,BJ278845
TaAffx.119293.1.S1_at,BJ278753
TaAffx.119296.1.S1_at,BJ278446
TaAffx.119299.1.S1_at,BJ278323
TaAffx.11930.1.S1_s_at,CA639901
TaAffx.11930.2.S1_at,BJ268177
TaAffx.11930.3.S1_at,CA606100
TaAffx.11930.3.S1_x_at,CA606100
TaAffx.119301.1.S1_at,BJ278222
TaAffx.119306.1.S1_at,BJ277993
TaAffx.119307.1.S1_at,CD454573
TaAffx.119312.1.S1_at,BJ277714
TaAffx.119313.1.S1_s_at,CA654520
TaAffx.119313.2.S1_at,CA654698
TaAffx.119314.1.S1_at,BJ277629
TaAffx.119315.1.S1_at,CA676691
TaAffx.119315.2.S1_at,BJ277428
TaAffx.119315.2.S1_x_at,BJ277428
TaAffx.119320.1.S1_at,CA637214
TaAffx.119320.1.S1_x_at,CA637214
TaAffx.119320.2.S1_at,CA732827
TaAffx.119321.1.S1_at,BJ277147
TaAffx.119321.1.S1_x_at,BJ277147
TaAffx.119323.1.A1_at,BJ276994
TaAffx.119327.1.A1_at,BJ276862
TaAffx.11933.1.S1_at,BJ312365
TaAffx.119331.1.A1_at,BJ276731
TaAffx.119336.1.A1_at,BJ276571
TaAffx.119338.1.A1_at,BJ276549
TaAffx.119344.1.A1_at,BJ276433
TaAffx.119347.1.A1_at,BJ276238
TaAffx.119352.1.A1_at,BJ276134
TaAffx.119353.1.A1_at,BJ276125
TaAffx.119354.1.A1_at,BJ276103
TaAffx.119355.1.A1_at,BJ276094
TaAffx.119356.1.A1_at,BJ276004
TaAffx.11936.1.A1_at,BJ312144
TaAffx.119369.1.A1_at,BJ275551
TaAffx.119373.1.A1_at,BJ275459
TaAffx.119378.1.A1_at,BJ275280
TaAffx.11938.1.S1_at,BJ311918
TaAffx.119381.1.A1_at,BJ275225
TaAffx.119383.1.A1_at,BJ275173
TaAffx.119384.1.A1_at,BJ275125
TaAffx.119391.1.A1_at,BJ275039
TaAffx.119393.1.A1_at,BJ274833
TaAffx.11941.1.A1_at,BJ311576
TaAffx.11941.2.S1_at,BJ305037
TaAffx.119413.1.A1_at,BJ273901
TaAffx.119418.1.A1_at,BJ273668
TaAffx.119419.1.A1_at,BJ273547
TaAffx.11942.1.A1_at,BJ311511
TaAffx.119424.1.A1_at,BJ273242
TaAffx.119424.1.A1_s_at,BJ273242
TaAffx.119425.1.A1_at,BJ273205
TaAffx.119430.1.A1_at,BJ272857
TaAffx.119433.1.A1_at,BJ272642
TaAffx.119433.1.A1_x_at,BJ272642
TaAffx.119435.1.A1_at,BJ272600
TaAffx.119438.1.A1_at,BJ272481
TaAffx.119440.1.A1_at,BJ272293
TaAffx.119446.1.A1_at,BJ272095
TaAffx.11945.1.S1_at,BJ305724
TaAffx.119454.1.S1_at,BJ271667
TaAffx.119455.1.S1_at,CK207960
TaAffx.119468.1.S1_at,BJ271326
TaAffx.119471.1.S1_at,BJ271129
TaAffx.119473.1.S1_at,BJ270921
TaAffx.119474.1.S1_at,BJ270893
TaAffx.119476.1.S1_at,BJ241080
TaAffx.119478.1.S1_at,BJ270738
TaAffx.119481.1.S1_at,BJ270618
TaAffx.119483.1.S1_at,BJ270612
TaAffx.119484.1.S1_at,BJ270573
TaAffx.119485.1.S1_at,BJ270572
TaAffx.119486.1.S1_at,BJ270568
TaAffx.119487.1.S1_at,BJ270545
TaAffx.119493.1.S1_at,BJ270447
TaAffx.119495.1.S1_at,CA600709
TaAffx.119495.1.S1_s_at,CA600709
TaAffx.119496.1.S1_at,BJ270328
TaAffx.119499.1.S1_at,BJ270223
TaAffx.119500.1.S1_at,CA652251
TaAffx.119502.1.S1_at,BJ270114
TaAffx.119505.1.S1_at,BJ269877
TaAffx.119507.1.S1_at,BJ270046
TaAffx.119508.1.S1_at,BJ270044
TaAffx.119509.1.S1_at,BJ269984
TaAffx.119510.1.S1_at,BJ269847
TaAffx.119513.1.S1_at,BJ269589
TaAffx.119514.1.S1_at,BJ269581
TaAffx.119518.1.S1_at,BJ269476
TaAffx.119519.1.S1_at,CK162079
TaAffx.119519.2.A1_at,CA632475
TaAffx.119521.1.S1_at,CA642914
TaAffx.119521.1.S1_s_at,CA642914
TaAffx.119523.1.S1_at,BJ269402
TaAffx.119527.1.S1_at,BJ269297
TaAffx.119530.1.S1_at,BJ269217
TaAffx.119537.1.S1_at,BJ268946
TaAffx.119541.1.S1_at,BJ268864
TaAffx.119544.1.S1_at,BJ268733
TaAffx.119549.1.S1_at,CD931491
TaAffx.11955.1.A1_at,BJ310689
TaAffx.11955.2.S1_at,BJ305153
TaAffx.119552.1.S1_at,CN010244
TaAffx.119555.1.S1_at,BJ268323
TaAffx.119557.1.S1_at,BJ268308
TaAffx.119559.1.S1_at,CF134309
TaAffx.119563.1.S1_at,BJ268074
TaAffx.119565.1.S1_at,BJ268062
TaAffx.119570.1.S1_at,BJ267810
TaAffx.119571.1.S1_at,BJ267793
TaAffx.119572.1.S1_at,BJ267765
TaAffx.119574.1.S1_at,BJ267748
TaAffx.119574.2.S1_at,CA604787
TaAffx.119574.2.S1_s_at,CA604787
TaAffx.119576.1.S1_at,BJ267706
TaAffx.119579.1.S1_at,BJ267533
TaAffx.119583.1.S1_at,BJ267382
TaAffx.119584.1.S1_at,BJ267369
TaAffx.119590.1.S1_at,BJ267266
TaAffx.119591.1.S1_at,BJ267261
TaAffx.119591.1.S1_x_at,BJ267261
TaAffx.119592.1.S1_at,BJ267232
TaAffx.119596.1.S1_at,BJ267153
TaAffx.119599.1.S1_at,CA651474
TaAffx.11960.1.S1_at,BJ310492
TaAffx.119601.1.S1_at,BJ266980
TaAffx.119603.1.S1_at,BJ266923
TaAffx.119605.1.S1_at,BJ266889
TaAffx.119607.1.S1_at,BJ266812
TaAffx.11961.1.S1_at,BJ310417
TaAffx.11961.2.S1_at,BQ609686
TaAffx.119611.1.A1_at,BJ261199
TaAffx.119616.1.A1_at,BJ266413
TaAffx.119624.1.A1_at,BJ265954
TaAffx.119626.1.A1_at,BJ265933
TaAffx.119628.1.A1_at,BJ265841
TaAffx.119630.1.S1_at,BJ265770
TaAffx.119632.1.A1_at,BJ265670
TaAffx.119637.1.A1_at,BJ265420
TaAffx.119642.1.A1_at,BJ265143
TaAffx.119646.1.A1_at,BJ264838
TaAffx.11965.1.A1_at,BJ310264
TaAffx.119654.1.A1_at,BJ264601
TaAffx.119663.1.S1_at,BJ263766
TaAffx.119664.1.A1_at,BJ263746
TaAffx.11967.1.S1_at,BJ310020
TaAffx.11967.2.S1_at,CA726847
TaAffx.119670.1.A1_at,BJ263653
TaAffx.119672.1.A1_at,BJ263544
TaAffx.119675.1.A1_at,BJ263139
TaAffx.119682.1.A1_at,BJ262666
TaAffx.119683.1.A1_at,BJ262615
TaAffx.119685.1.A1_at,BJ262561
TaAffx.119688.1.A1_x_at,BJ262434
TaAffx.11969.1.A1_at,BJ309609
TaAffx.119692.1.A1_at,BJ262340
TaAffx.119697.1.A1_at,BJ261932
TaAffx.119697.2.S1_at,BJ256401
TaAffx.11970.1.S1_s_at,BG606837
TaAffx.11970.2.S1_at,BJ309260
TaAffx.11970.3.S1_at,CA648807
TaAffx.11970.3.S1_s_at,CA648807
TaAffx.119704.1.A1_s_at,BJ261599
TaAffx.119707.1.A1_at,BJ261491
TaAffx.119710.1.A1_at,BJ261349
TaAffx.119712.1.A1_at,BJ261037
TaAffx.119713.1.S1_at,BJ255502
TaAffx.119714.1.A1_at,BJ261026
TaAffx.119716.1.S1_at,BJ260938
TaAffx.11972.1.A1_at,BJ309131
TaAffx.119720.1.S1_at,BJ260722
TaAffx.119723.1.S1_at,BJ266311
TaAffx.119724.1.S1_at,CA687829
TaAffx.119725.1.S1_at,BJ260559
TaAffx.119728.1.S1_at,BJ260451
TaAffx.119729.1.S1_at,BJ260442
TaAffx.119729.2.S1_at,BJ235347
TaAffx.119729.2.S1_s_at,BJ235347
TaAffx.11973.1.S1_at,BJ308633
TaAffx.119736.1.S1_at,CA602879
TaAffx.119737.1.S1_at,BJ260250
TaAffx.119739.1.S1_at,BJ256863
TaAffx.11974.1.S1_at,CD939781
TaAffx.119743.1.S1_at,BJ260096
TaAffx.119743.1.S1_s_at,BJ260096
TaAffx.119744.1.S1_at,BJ260075
TaAffx.119746.1.S1_at,BJ260063
TaAffx.11975.1.A1_at,BJ308359
TaAffx.11975.2.S1_at,CA743445
TaAffx.119753.1.S1_at,BJ259643
TaAffx.119758.1.S1_at,BJ259546
TaAffx.119759.1.S1_at,BJ259540
TaAffx.119760.1.S1_at,BJ259531
TaAffx.119765.1.S1_at,BJ259467
TaAffx.119767.1.S1_at,BJ264317
TaAffx.119773.1.S1_at,CA681335
TaAffx.119776.1.S1_at,BJ258989
TaAffx.119777.1.S1_at,BJ258866
TaAffx.119781.1.S1_at,BJ258719
TaAffx.119784.1.S1_at,BJ258641
TaAffx.119785.1.S1_at,BJ243401
TaAffx.119792.1.S1_at,BE418548
TaAffx.119793.1.S1_at,BJ258284
TaAffx.119794.1.S1_at,BJ258229
TaAffx.119801.1.S1_at,BJ257943
TaAffx.119802.1.S1_at,BJ213327
TaAffx.119806.1.S1_s_at,BJ257596
TaAffx.11981.1.A1_at,BJ307826
TaAffx.11981.2.S1_at,BJ302011
TaAffx.119811.1.S1_at,BJ256491
TaAffx.119814.1.S1_at,CA712498
TaAffx.119818.1.S1_at,BJ256830
TaAffx.119819.1.S1_at,BJ256801
TaAffx.119819.1.S1_x_at,BJ256801
TaAffx.119822.1.S1_s_at,BJ244572
TaAffx.119822.2.S1_s_at,BJ244064
TaAffx.11983.1.S1_s_at,CA640777
TaAffx.119830.1.S1_at,BJ256251
TaAffx.119834.1.S1_at,BJ256148
TaAffx.119835.1.S1_at,BJ256128
TaAffx.119839.1.S1_at,BJ255956
TaAffx.11984.1.A1_at,BJ307534
TaAffx.119843.1.S1_at,BJ255912
TaAffx.119844.1.S1_at,BJ255888
TaAffx.119845.1.S1_at,BJ255839
TaAffx.119848.1.S1_at,BJ255722
TaAffx.119850.1.S1_at,BJ301064
TaAffx.119851.1.S1_at,BJ255706
TaAffx.119852.1.S1_at,BJ255669
TaAffx.11986.1.S1_at,BJ307041
TaAffx.119863.1.A1_at,BJ255130
TaAffx.119864.1.A1_at,BJ254907
TaAffx.119866.1.A1_at,BJ254815
TaAffx.11987.1.S1_at,BJ306828
TaAffx.119870.1.A1_at,BJ254554
TaAffx.119872.1.A1_at,BJ254201
TaAffx.119873.1.A1_at,BJ254193
TaAffx.119874.1.A1_at,BJ254190
TaAffx.119877.1.A1_at,BJ253983
TaAffx.119890.1.A1_at,BJ253433
TaAffx.119891.1.A1_at,BJ253359
TaAffx.11990.1.A1_at,BJ306405
TaAffx.119902.1.A1_at,BJ252893
TaAffx.11991.1.S1_at,BJ306380
TaAffx.119912.1.A1_at,BJ252426
TaAffx.119913.1.A1_at,BJ252419
TaAffx.119922.1.A1_at,BJ251916
TaAffx.119923.1.A1_at,BJ251625
TaAffx.119925.1.A1_at,BJ251519
TaAffx.119927.1.A1_at,BJ251476
TaAffx.119928.1.A1_s_at,BJ251441
TaAffx.11993.1.S1_at,BJ305963
TaAffx.119935.1.A1_at,BJ251221
TaAffx.119937.1.A1_at,BJ251140
TaAffx.119938.1.A1_at,BJ251136
TaAffx.11994.1.S1_at,BJ305635
TaAffx.119940.1.A1_at,BJ251089
TaAffx.119940.2.S1_at,BJ245218
TaAffx.119943.1.A1_at,BJ250942
TaAffx.119946.1.A1_s_at,BJ250832
TaAffx.119948.1.A1_at,BJ250742
TaAffx.119949.1.A1_at,BJ250686
TaAffx.119955.1.A1_at,BJ250437
TaAffx.119956.1.A1_at,BJ244559
TaAffx.119959.1.A1_at,BJ250300
TaAffx.119960.1.S1_at,BJ250288
TaAffx.119961.1.A1_at,BJ250263
TaAffx.119963.1.A1_at,BJ250188
TaAffx.119974.1.A1_at,BJ249556
TaAffx.119976.1.A1_at,BJ249462
TaAffx.119983.1.A1_at,BJ249314
TaAffx.119984.1.S1_at,BJ249293
TaAffx.119986.1.S1_at,BJ249181
TaAffx.119987.1.S1_at,CA731949
TaAffx.11999.1.S1_at,BJ311884
TaAffx.119992.1.S1_at,CA655860
TaAffx.119994.1.S1_at,CA741817
TaAffx.119995.1.S1_at,BJ248672
TaAffx.119999.1.S1_at,BJ248474
TaAffx.12000.1.S1_at,BJ305157
TaAffx.120000.1.S1_at,BJ248340
TaAffx.120000.2.S1_at,CA639154
TaAffx.120000.2.S1_s_at,CA639154
TaAffx.120005.1.S1_at,BJ248248
TaAffx.12001.1.A1_at,BJ310627
TaAffx.120013.1.S1_at,BJ247669
TaAffx.120014.1.S1_at,CD897081
TaAffx.120015.1.S1_at,BJ260945
TaAffx.120016.1.S1_at,BJ247556
TaAffx.120020.1.S1_at,CA681344
TaAffx.120025.1.S1_at,BJ247204
TaAffx.120026.1.S1_at,BJ247193
TaAffx.120035.1.S1_at,BJ246928
TaAffx.120036.1.S1_at,BJ246908
TaAffx.120037.1.S1_at,BJ246898
TaAffx.120037.1.S1_s_at,BJ246898
TaAffx.12005.1.S1_x_at,CA727785
TaAffx.120052.1.S1_at,BJ246314
TaAffx.120055.1.S1_at,CA647929
TaAffx.120055.1.S1_s_at,CA647929
TaAffx.120055.2.S1_at,CA615826
TaAffx.120056.1.S1_at,BJ246014
TaAffx.120058.1.S1_at,BJ245921
TaAffx.12006.1.S1_at,BJ304860
TaAffx.120062.1.S1_s_at,CA597178
TaAffx.120063.1.S1_at,CF134093
TaAffx.120063.2.S1_s_at,BJ245749
TaAffx.120067.1.S1_at,BJ245595
TaAffx.120068.1.S1_at,BJ245543
TaAffx.120075.1.S1_at,BJ245278
TaAffx.120079.1.S1_at,BJ315808
TaAffx.120079.2.S1_at,CA679867
TaAffx.120080.1.S1_at,BJ212255
TaAffx.120083.1.S1_at,BJ245022
TaAffx.120084.1.S1_at,CA684349
TaAffx.120086.1.S1_at,BJ244737
TaAffx.120091.1.S1_at,CA607103
TaAffx.120095.1.S1_at,BJ244453
TaAffx.120095.2.S1_at,CA707135
TaAffx.120096.1.S1_at,CD875509
TaAffx.120104.1.S1_at,BJ244047
TaAffx.120105.1.S1_at,BJ243957
TaAffx.120106.1.S1_at,BJ243935
TaAffx.120107.1.S1_at,BJ243929
TaAffx.120108.1.S1_at,BJ243882
TaAffx.120109.1.S1_at,BJ243860
TaAffx.120111.1.S1_at,BQ620199
TaAffx.120114.1.S1_at,BJ243768
TaAffx.120115.1.S1_at,BJ243730
TaAffx.120117.1.S1_at,BJ243720
TaAffx.120118.1.S1_at,BJ243709
TaAffx.120120.1.S1_at,BJ243642
TaAffx.12013.1.S1_at,BJ304131
TaAffx.120135.1.A1_x_at,BJ241948
TaAffx.120138.1.A1_at,BJ241665
TaAffx.120141.1.A1_at,BJ241313
TaAffx.120142.1.A1_at,BJ241246
TaAffx.12015.1.S1_at,BJ303815
TaAffx.120151.1.A1_at,BJ241029
TaAffx.120169.1.A1_at,BJ239287
TaAffx.12017.1.A1_at,BJ309692
TaAffx.120171.1.A1_x_at,BJ238973
TaAffx.120172.1.A1_at,BJ238861
TaAffx.120174.1.S1_at,BJ238404
TaAffx.120175.1.A1_at,BJ238382
TaAffx.12018.1.S1_at,BJ303799
TaAffx.120183.1.S1_at,BJ237421
TaAffx.120187.1.S1_at,BJ237209
TaAffx.120197.1.S1_at,BJ236910
TaAffx.12020.1.S1_at,BJ303627
TaAffx.120201.1.S1_at,BJ236815
TaAffx.120204.1.S1_at,BJ243541
TaAffx.120205.1.S1_at,BJ236765
TaAffx.120208.1.S1_at,CA730803
TaAffx.120209.1.S1_at,BJ236482
TaAffx.120211.1.S1_at,BJ236410
TaAffx.120212.2.S1_at,CA681843
TaAffx.120213.1.S1_at,BJ236053
TaAffx.120214.1.S1_at,BJ236251
TaAffx.12022.1.S1_at,BJ303458
TaAffx.120220.1.S1_at,BJ236408
TaAffx.120223.1.S1_at,BJ235836
TaAffx.120225.1.S1_at,BJ235772
TaAffx.120227.1.S1_at,BJ235258
TaAffx.120229.1.S1_at,BJ235608
TaAffx.120230.1.S1_at,BJ235604
TaAffx.120231.1.S1_at,BJ235548
TaAffx.120233.1.S1_at,CA679536
TaAffx.120234.1.S1_at,BJ235399
TaAffx.120235.1.S1_at,BJ235335
TaAffx.120239.1.S1_at,BJ233125
TaAffx.120239.1.S1_x_at,BJ233125
TaAffx.12024.1.S1_at,BJ309263
TaAffx.120241.1.S1_at,CA655657
TaAffx.120241.2.A1_at,BJ240301
TaAffx.120245.1.S1_at,BJ234869
TaAffx.120246.1.A1_at,AJ437000.1
TaAffx.120246.1.S1_x_at,AJ437000.1
TaAffx.120248.1.S1_at,BJ234724
TaAffx.120251.1.S1_at,BJ234544
TaAffx.120260.1.S1_at,BJ234295
TaAffx.120267.1.S1_at,BJ233991
TaAffx.120270.1.S1_at,CA640645
TaAffx.120274.1.S1_at,BJ233877
TaAffx.120279.1.S1_at,BJ233757
TaAffx.120280.1.S1_at,CA699687
TaAffx.120285.4.S1_at,CA701612
TaAffx.120285.5.S1_at,CA677678
TaAffx.120285.6.S1_at,CA601831
TaAffx.120286.1.S1_at,BJ233416
TaAffx.120288.1.S1_at,BJ233387
TaAffx.120290.1.S1_at,BJ233354
TaAffx.120290.2.S1_at,CA721102
TaAffx.120290.2.S1_s_at,CA721102
TaAffx.120295.1.S1_at,BJ232977
TaAffx.120296.1.S1_at,BJ232846
TaAffx.120297.1.S1_at,CA730660
TaAffx.120301.1.S1_at,BQ606315
TaAffx.120301.1.S1_s_at,BQ606315
TaAffx.120306.1.S1_at,BJ232581
TaAffx.120308.1.S1_at,BJ232529
TaAffx.12031.1.A1_at,BJ308530
TaAffx.12031.2.S1_at,BJ302687
TaAffx.120312.1.S1_at,BJ232192
TaAffx.120313.1.S1_at,BJ232129
TaAffx.120315.1.S1_at,BJ232066
TaAffx.120318.1.S1_at,BQ607475
TaAffx.120320.1.A1_at,BJ231824
TaAffx.120321.1.A1_at,BJ231782
TaAffx.120321.1.A1_s_at,BJ231782
TaAffx.120326.1.A1_at,BJ231546
TaAffx.12033.1.S1_at,BJ302633
TaAffx.120331.1.A1_at,BJ231111
TaAffx.120336.1.A1_at,BJ230785
TaAffx.12034.1.S1_at,BJ308445
TaAffx.120344.1.A1_at,BJ230252
TaAffx.120345.1.A1_at,BJ229942
TaAffx.120353.1.A1_at,BJ229496
TaAffx.12036.1.S1_at,BJ308401
TaAffx.120360.1.A1_at,BJ229131
TaAffx.120362.1.A1_at,BJ228894
TaAffx.120364.1.A1_at,BJ228599
TaAffx.120368.1.A1_x_at,BJ228047
TaAffx.120369.1.A1_at,BJ227936
TaAffx.120373.1.A1_at,BJ227697
TaAffx.120375.1.A1_at,BJ227421
TaAffx.120376.1.A1_at,BJ227196
TaAffx.120385.1.S1_at,BJ226627
TaAffx.120386.1.S1_at,CA596131
TaAffx.120389.1.S1_s_at,BJ226277
TaAffx.12039.1.S1_at,CA652471
TaAffx.120391.1.S1_at,BJ226189
TaAffx.120393.1.S1_x_at,BJ226174
TaAffx.120394.1.S1_at,BQ802276
TaAffx.120395.1.S1_at,CA632870
TaAffx.12040.1.S1_at,BJ307994
TaAffx.120402.1.S1_at,BJ225786
TaAffx.120404.1.S1_at,BQ608521
TaAffx.120405.1.A1_at,BJ221811
TaAffx.120407.1.A1_at,BJ221574
TaAffx.120412.1.A1_at,BJ221402
TaAffx.120419.1.A1_at,BJ221087
TaAffx.120421.1.A1_at,BJ221038
TaAffx.120431.1.A1_at,BJ220160
TaAffx.120437.1.A1_at,BJ219722
TaAffx.12044.1.S1_at,BQ802439
